Genome,Method,Bases,Contigs,Depth,N50
citrobacter-freundii_CAV1741,npScarf,41068778,5,7.7,5013097
citrobacter-freundii_CAV1741,npScarf,41192102,5,7.72,5013097
citrobacter-freundii_CAV1741,npScarf,41192102,5,7.72,5013097
citrobacter-freundii_CAV1741,npScarf,41333873,5,7.75,5013097
citrobacter-freundii_CAV1741,npScarf,41440392,5,7.77,5013097
citrobacter-freundii_CAV1741,npScarf,41509756,5,7.78,5013097
citrobacter-freundii_CAV1741,npScarf,41623164,5,7.8,5013097
citrobacter-freundii_CAV1741,npScarf,41743849,5,7.82,5013097
citrobacter-freundii_CAV1741,npScarf,41840435,5,7.84,5013097
citrobacter-freundii_CAV1741,npScarf,41893892,5,7.85,5013097
citrobacter-freundii_CAV1741,npScarf,42133219,5,7.9,5013097
citrobacter-freundii_CAV1741,npScarf,42261273,5,7.92,5013097
citrobacter-freundii_CAV1741,npScarf,42393443,5,7.94,5013097
citrobacter-freundii_CAV1741,npScarf,42512316,5,7.97,5013097
citrobacter-freundii_CAV1741,npScarf,42616417,5,7.99,5013097
citrobacter-freundii_CAV1741,npScarf,42778667,5,8.02,5013097
citrobacter-freundii_CAV1741,npScarf,42897467,5,8.04,5013097
citrobacter-freundii_CAV1741,npScarf,42975652,5,8.05,5013097
citrobacter-freundii_CAV1741,npScarf,43020605,5,8.06,5013097
citrobacter-freundii_CAV1741,npScarf,43131065,5,8.08,5013097
citrobacter-freundii_CAV1741,npScarf,43233322,5,8.1,5013097
citrobacter-freundii_CAV1741,npScarf,43322091,5,8.12,5013097
citrobacter-freundii_CAV1741,npScarf,43520100,5,8.16,5013097
citrobacter-freundii_CAV1741,npScarf,43646733,5,8.18,5013097
citrobacter-freundii_CAV1741,npScarf,43765999,5,8.2,5013097
citrobacter-freundii_CAV1741,npScarf,43892531,5,8.23,5013097
citrobacter-freundii_CAV1741,npScarf,44019983,5,8.25,5013097
citrobacter-freundii_CAV1741,npScarf,44139532,5,8.27,5013097
citrobacter-freundii_CAV1741,npScarf,44297977,5,8.3,5013097
citrobacter-freundii_CAV1741,npScarf,44425065,5,8.33,5013097
citrobacter-freundii_CAV1741,npScarf,44561722,5,8.35,5013097
citrobacter-freundii_CAV1741,npScarf,44666777,5,8.37,5013097
citrobacter-freundii_CAV1741,npScarf,44798187,5,8.4,5013097
citrobacter-freundii_CAV1741,npScarf,44918006,5,8.42,5013097
citrobacter-freundii_CAV1741,npScarf,45053460,5,8.44,5013097
citrobacter-freundii_CAV1741,npScarf,45159292,5,8.46,5013097
citrobacter-freundii_CAV1741,npScarf,45275731,5,8.48,5013097
citrobacter-freundii_CAV1741,npScarf,45452871,5,8.52,5013097
citrobacter-freundii_CAV1741,npScarf,45576201,5,8.54,5013097
citrobacter-freundii_CAV1741,npScarf,45707304,5,8.57,5015433
citrobacter-freundii_CAV1741,npScarf,45837968,5,8.59,5015433
citrobacter-freundii_CAV1741,npScarf,45920159,5,8.61,5015433
citrobacter-freundii_CAV1741,npScarf,46108047,5,8.64,5015433
citrobacter-freundii_CAV1741,npScarf,46232126,5,8.66,5015433
citrobacter-freundii_CAV1741,npScarf,46309193,5,8.68,5015433
citrobacter-freundii_CAV1741,npScarf,46432890,5,8.7,5015433
citrobacter-freundii_CAV1741,npScarf,46566544,5,8.73,5015433
citrobacter-freundii_CAV1741,npScarf,46687668,5,8.75,5015433
citrobacter-freundii_CAV1741,npScarf,46713512,5,8.75,5015433
citrobacter-freundii_CAV1741,npScarf,46913372,5,8.79,5015433
citrobacter-freundii_CAV1741,npScarf,47010276,5,8.81,5015433
citrobacter-freundii_CAV1741,npScarf,47115475,5,8.83,5015433
citrobacter-freundii_CAV1741,npScarf,47271993,5,8.86,5015433
citrobacter-freundii_CAV1741,npScarf,47320542,5,8.87,5015433
citrobacter-freundii_CAV1741,npScarf,47484379,5,8.9,5015433
citrobacter-freundii_CAV1741,npScarf,47608493,5,8.92,5015433
citrobacter-freundii_CAV1741,npScarf,47768188,5,8.95,5015433
citrobacter-freundii_CAV1741,npScarf,47865420,5,8.97,5015433
citrobacter-freundii_CAV1741,npScarf,47972127,5,8.99,5015433
citrobacter-freundii_CAV1741,npScarf,48093926,5,9.01,5015433
citrobacter-freundii_CAV1741,npScarf,48135072,5,9.02,5015433
citrobacter-freundii_CAV1741,npScarf,48291470,5,9.05,5015433
citrobacter-freundii_CAV1741,npScarf,48420828,5,9.07,5015433
citrobacter-freundii_CAV1741,npScarf,48520159,5,9.09,5015433
citrobacter-freundii_CAV1741,npScarf,48673089,5,9.12,5015433
citrobacter-freundii_CAV1741,npScarf,48786343,5,9.14,5015433
citrobacter-freundii_CAV1741,npScarf,48896681,5,9.16,5015433
citrobacter-freundii_CAV1741,npScarf,48954315,5,9.17,5015433
citrobacter-freundii_CAV1741,npScarf,49103155,5,9.2,5015433
citrobacter-freundii_CAV1741,npScarf,49261649,5,9.23,5015433
citrobacter-freundii_CAV1741,npScarf,49402953,5,9.26,5015433
citrobacter-freundii_CAV1741,npScarf,49627072,5,9.3,5015433
citrobacter-freundii_CAV1741,npScarf,49640903,5,9.3,5015433
citrobacter-freundii_CAV1741,npScarf,49801071,5,9.33,5015433
citrobacter-freundii_CAV1741,npScarf,49885582,5,9.35,5015433
citrobacter-freundii_CAV1741,npScarf,50026788,5,9.38,5015433
citrobacter-freundii_CAV1741,npScarf,50199918,5,9.41,5015433
citrobacter-freundii_CAV1741,npScarf,50382411,5,9.44,5015433
citrobacter-freundii_CAV1741,npScarf,50472520,5,9.46,5015433
citrobacter-freundii_CAV1741,npScarf,50611316,5,9.48,5015433
citrobacter-freundii_CAV1741,npScarf,50758547,5,9.51,5015433
citrobacter-freundii_CAV1741,npScarf,50875278,5,9.53,5015433
citrobacter-freundii_CAV1741,npScarf,51010253,5,9.56,5015433
citrobacter-freundii_CAV1741,npScarf,51033137,5,9.56,5015433
citrobacter-freundii_CAV1741,npScarf,51141578,5,9.58,5015433
citrobacter-freundii_CAV1741,npScarf,51236748,5,9.6,5015433
citrobacter-freundii_CAV1741,npScarf,51398168,5,9.63,5015433
citrobacter-freundii_CAV1741,npScarf,51510985,5,9.65,5015433
citrobacter-freundii_CAV1741,npScarf,51568654,5,9.66,5015433
citrobacter-freundii_CAV1741,npScarf,51664138,5,9.68,5015433
citrobacter-freundii_CAV1741,npScarf,51855443,5,9.72,5015433
citrobacter-freundii_CAV1741,npScarf,51960211,5,9.74,5015433
citrobacter-freundii_CAV1741,npScarf,52109072,5,9.77,5015433
citrobacter-freundii_CAV1741,npScarf,52192679,5,9.78,5015433
citrobacter-freundii_CAV1741,npScarf,52285813,5,9.8,5015433
citrobacter-freundii_CAV1741,npScarf,52470813,5,9.83,5015433
citrobacter-freundii_CAV1741,npScarf,52607700,5,9.86,5015433
citrobacter-freundii_CAV1741,npScarf,52808736,5,9.9,5015433
citrobacter-freundii_CAV1741,npScarf,52933047,5,9.92,5015433
citrobacter-freundii_CAV1741,npScarf,53108479,5,9.95,5015433
citrobacter-freundii_CAV1741,npScarf,53149800,5,9.96,5015433
citrobacter-freundii_CAV1741,npScarf,53214920,5,9.97,5015433
citrobacter-freundii_CAV1741,npScarf,53274338,5,9.98,5015433
citrobacter-freundii_CAV1741,npScarf,53328329,5,9.99,5015433
citrobacter-freundii_CAV1741,npScarf,53461794,5,10.02,5015433
citrobacter-freundii_CAV1741,npScarf,53567941,5,10.04,5015433
citrobacter-freundii_CAV1741,npScarf,53597928,5,10.04,5015433
citrobacter-freundii_CAV1741,npScarf,53688644,5,10.06,5015433
citrobacter-freundii_CAV1741,npScarf,53767151,5,10.08,5015433
citrobacter-freundii_CAV1741,npScarf,53908858,5,10.1,5015433
citrobacter-freundii_CAV1741,npScarf,54074931,5,10.13,5015433
citrobacter-freundii_CAV1741,npScarf,54159292,5,10.15,5015433
citrobacter-freundii_CAV1741,npScarf,54260057,5,10.17,5015636
citrobacter-freundii_CAV1741,npScarf,54372400,5,10.19,5015636
citrobacter-freundii_CAV1741,npScarf,54558841,5,10.22,5015636
citrobacter-freundii_CAV1741,npScarf,54691085,5,10.25,5015636
citrobacter-freundii_CAV1741,npScarf,54796805,5,10.27,5015636
citrobacter-freundii_CAV1741,npScarf,54984611,5,10.3,5015636
citrobacter-freundii_CAV1741,npScarf,55119391,5,10.33,5015636
citrobacter-freundii_CAV1741,npScarf,55197232,5,10.34,5015636
citrobacter-freundii_CAV1741,npScarf,55330626,5,10.37,5015636
citrobacter-freundii_CAV1741,npScarf,55469294,5,10.4,5015636
citrobacter-freundii_CAV1741,npScarf,55547561,5,10.41,5015636
citrobacter-freundii_CAV1741,npScarf,55728929,5,10.44,5015636
citrobacter-freundii_CAV1741,npScarf,55852038,5,10.47,5015636
citrobacter-freundii_CAV1741,npScarf,55971153,5,10.49,5015636
citrobacter-freundii_CAV1741,npScarf,56021585,5,10.5,5015636
citrobacter-freundii_CAV1741,npScarf,56171439,5,10.53,5015636
citrobacter-freundii_CAV1741,npScarf,56306572,5,10.55,5015636
citrobacter-freundii_CAV1741,npScarf,56511134,5,10.59,5015636
citrobacter-freundii_CAV1741,npScarf,56573236,5,10.6,5015636
citrobacter-freundii_CAV1741,npScarf,56633146,5,10.61,5015636
citrobacter-freundii_CAV1741,npScarf,56754396,5,10.64,5015636
citrobacter-freundii_CAV1741,npScarf,56877329,5,10.66,5015636
citrobacter-freundii_CAV1741,npScarf,56907206,5,10.66,5015636
citrobacter-freundii_CAV1741,npScarf,57017474,5,10.69,5015636
citrobacter-freundii_CAV1741,npScarf,57226097,5,10.72,5015636
citrobacter-freundii_CAV1741,npScarf,57356950,5,10.75,5015636
citrobacter-freundii_CAV1741,npScarf,57478584,5,10.77,5015636
citrobacter-freundii_CAV1741,npScarf,57574212,5,10.79,5015636
citrobacter-freundii_CAV1741,npScarf,57592740,5,10.79,5015636
citrobacter-freundii_CAV1741,npScarf,57700988,5,10.81,5015636
citrobacter-freundii_CAV1741,npScarf,57831580,5,10.84,5015636
citrobacter-freundii_CAV1741,npScarf,57946376,5,10.86,5015636
citrobacter-freundii_CAV1741,npScarf,58017452,5,10.87,5015636
citrobacter-freundii_CAV1741,npScarf,58109023,5,10.89,5015636
citrobacter-freundii_CAV1741,npScarf,58337550,5,10.93,5015636
citrobacter-freundii_CAV1741,npScarf,58420684,5,10.95,5015636
citrobacter-freundii_CAV1741,npScarf,58515354,5,10.97,5015636
citrobacter-freundii_CAV1741,npScarf,58658506,5,10.99,5015636
citrobacter-freundii_CAV1741,npScarf,58763056,5,11.01,5015636
citrobacter-freundii_CAV1741,npScarf,58897397,5,11.04,5015636
citrobacter-freundii_CAV1741,npScarf,58971494,5,11.05,5015636
citrobacter-freundii_CAV1741,npScarf,59095686,5,11.07,5015636
citrobacter-freundii_CAV1741,npScarf,59233020,5,11.1,5015636
citrobacter-freundii_CAV1741,npScarf,59319206,5,11.12,5015636
citrobacter-freundii_CAV1741,npScarf,59409517,5,11.13,5015636
citrobacter-freundii_CAV1741,npScarf,59409517,5,11.13,5015636
citrobacter-freundii_CAV1741,npScarf,59517356,5,11.15,5015636
citrobacter-freundii_CAV1741,npScarf,59698873,5,11.19,5015636
citrobacter-freundii_CAV1741,npScarf,59764103,5,11.2,5015636
citrobacter-freundii_CAV1741,npScarf,59914823,5,11.23,5015636
citrobacter-freundii_CAV1741,npScarf,60001070,5,11.24,5015636
citrobacter-freundii_CAV1741,npScarf,60060128,5,11.26,5015636
citrobacter-freundii_CAV1741,npScarf,60195267,5,11.28,5015636
citrobacter-freundii_CAV1741,npScarf,60195267,5,11.28,5015636
citrobacter-freundii_CAV1741,npScarf,60234255,5,11.29,5015636
citrobacter-freundii_CAV1741,npScarf,60314688,5,11.3,5015636
citrobacter-freundii_CAV1741,npScarf,60385988,5,11.32,5015636
citrobacter-freundii_CAV1741,npScarf,60502751,5,11.34,5015636
citrobacter-freundii_CAV1741,npScarf,60590153,5,11.35,5015636
citrobacter-freundii_CAV1741,npScarf,60800924,5,11.39,5015636
citrobacter-freundii_CAV1741,npScarf,60800924,5,11.39,5015636
citrobacter-freundii_CAV1741,npScarf,60888773,5,11.41,5015636
citrobacter-freundii_CAV1741,npScarf,61047548,5,11.44,5015636
citrobacter-freundii_CAV1741,npScarf,61176614,5,11.46,5015636
citrobacter-freundii_CAV1741,npScarf,61319441,5,11.49,5015636
citrobacter-freundii_CAV1741,npScarf,61449940,5,11.52,5015636
citrobacter-freundii_CAV1741,npScarf,61545298,5,11.53,5015636
citrobacter-freundii_CAV1741,npScarf,61674802,5,11.56,5015636
citrobacter-freundii_CAV1741,npScarf,61719058,5,11.57,5015636
citrobacter-freundii_CAV1741,npScarf,61842396,5,11.59,5015636
citrobacter-freundii_CAV1741,npScarf,61963237,5,11.61,5015636
citrobacter-freundii_CAV1741,npScarf,62074579,5,11.63,5015636
citrobacter-freundii_CAV1741,npScarf,62226035,5,11.66,5015636
citrobacter-freundii_CAV1741,npScarf,62286460,5,11.67,5015636
citrobacter-freundii_CAV1741,npScarf,62439356,5,11.7,5015636
citrobacter-freundii_CAV1741,npScarf,62531430,5,11.72,5015636
citrobacter-freundii_CAV1741,npScarf,62617864,5,11.73,5015636
citrobacter-freundii_CAV1741,npScarf,62781415,5,11.77,5015636
citrobacter-freundii_CAV1741,npScarf,62868421,5,11.78,5015636
citrobacter-freundii_CAV1741,npScarf,62983377,5,11.8,5015636
citrobacter-freundii_CAV1741,npScarf,63066294,5,11.82,5015636
citrobacter-freundii_CAV1741,npScarf,63130140,5,11.83,5015636
citrobacter-freundii_CAV1741,npScarf,63356203,5,11.87,5015636
citrobacter-freundii_CAV1741,npScarf,63441216,5,11.89,5015636
citrobacter-freundii_CAV1741,npScarf,63528671,5,11.91,5015636
citrobacter-freundii_CAV1741,npScarf,63755224,5,11.95,5015636
citrobacter-freundii_CAV1741,npScarf,63850439,5,11.97,5015636
citrobacter-freundii_CAV1741,npScarf,63997526,5,11.99,5015636
citrobacter-freundii_CAV1741,npScarf,64097148,5,12.01,5015636
citrobacter-freundii_CAV1741,npScarf,64225711,5,12.04,5015636
citrobacter-freundii_CAV1741,npScarf,64359128,5,12.06,5015636
citrobacter-freundii_CAV1741,npScarf,64466866,5,12.08,5015636
citrobacter-freundii_CAV1741,npScarf,64518150,5,12.09,5015636
citrobacter-freundii_CAV1741,npScarf,64619053,5,12.11,5015636
citrobacter-freundii_CAV1741,npScarf,64722533,5,12.13,5015636
citrobacter-freundii_CAV1741,npScarf,64759452,5,12.14,5015636
citrobacter-freundii_CAV1741,npScarf,64856251,5,12.15,5015636
citrobacter-freundii_CAV1741,npScarf,64894343,5,12.16,5015636
citrobacter-freundii_CAV1741,npScarf,65121513,5,12.2,5015636
citrobacter-freundii_CAV1741,npScarf,65121513,5,12.2,5015636
citrobacter-freundii_CAV1741,npScarf,65313970,5,12.24,5015636
citrobacter-freundii_CAV1741,npScarf,65430313,5,12.26,5015636
citrobacter-freundii_CAV1741,npScarf,65581187,5,12.29,5015636
citrobacter-freundii_CAV1741,npScarf,65700915,5,12.31,5015636
citrobacter-freundii_CAV1741,npScarf,65777780,5,12.33,5015636
citrobacter-freundii_CAV1741,npScarf,65913676,5,12.35,5015636
citrobacter-freundii_CAV1741,npScarf,65982183,5,12.37,5015636
citrobacter-freundii_CAV1741,npScarf,66130907,5,12.39,5015636
citrobacter-freundii_CAV1741,npScarf,66169264,5,12.4,5015636
citrobacter-freundii_CAV1741,npScarf,66290705,5,12.42,5015636
citrobacter-freundii_CAV1741,npScarf,66387560,5,12.44,5015636
citrobacter-freundii_CAV1741,npScarf,66531875,5,12.47,5015636
citrobacter-freundii_CAV1741,npScarf,66660823,5,12.49,5015636
citrobacter-freundii_CAV1741,npScarf,66729384,5,12.51,5015636
citrobacter-freundii_CAV1741,npScarf,66853007,5,12.53,5015636
citrobacter-freundii_CAV1741,npScarf,66994456,5,12.56,5015636
citrobacter-freundii_CAV1741,npScarf,67123501,5,12.58,5015636
citrobacter-freundii_CAV1741,npScarf,67188105,5,12.59,5015636
citrobacter-freundii_CAV1741,npScarf,67220960,5,12.6,5015636
citrobacter-freundii_CAV1741,npScarf,67329632,5,12.62,5015636
citrobacter-freundii_CAV1741,npScarf,67397137,5,12.63,5015636
citrobacter-freundii_CAV1741,npScarf,67479700,5,12.65,5015636
citrobacter-freundii_CAV1741,npScarf,67565832,5,12.66,5015636
citrobacter-freundii_CAV1741,npScarf,67689305,5,12.69,5015636
citrobacter-freundii_CAV1741,npScarf,67754907,5,12.7,5015636
citrobacter-freundii_CAV1741,npScarf,67858606,5,12.72,5015636
citrobacter-freundii_CAV1741,npScarf,67905676,5,12.73,5015636
citrobacter-freundii_CAV1741,npScarf,68038005,5,12.75,5015636
citrobacter-freundii_CAV1741,npScarf,68151784,5,12.77,5015636
citrobacter-freundii_CAV1741,npScarf,68241181,5,12.79,5015636
citrobacter-freundii_CAV1741,npScarf,68409376,5,12.82,5015636
citrobacter-freundii_CAV1741,npScarf,68470804,5,12.83,5015636
citrobacter-freundii_CAV1741,npScarf,68581448,5,12.85,5015636
citrobacter-freundii_CAV1741,npScarf,68626561,5,12.86,5015636
citrobacter-freundii_CAV1741,npScarf,68731195,5,12.88,5015636
citrobacter-freundii_CAV1741,npScarf,68833092,5,12.9,5015636
citrobacter-freundii_CAV1741,npScarf,68907710,5,12.91,5015636
citrobacter-freundii_CAV1741,npScarf,69042610,5,12.94,5015636
citrobacter-freundii_CAV1741,npScarf,69065274,5,12.94,5015636
citrobacter-freundii_CAV1741,npScarf,69272723,5,12.98,5015636
citrobacter-freundii_CAV1741,npScarf,69391758,5,13,5015636
citrobacter-freundii_CAV1741,npScarf,69558649,5,13.04,5015636
citrobacter-freundii_CAV1741,npScarf,69685414,5,13.06,5015636
citrobacter-freundii_CAV1741,npScarf,69792661,5,13.08,5015636
citrobacter-freundii_CAV1741,npScarf,69830003,5,13.09,5015636
citrobacter-freundii_CAV1741,npScarf,69873454,5,13.09,5015636
citrobacter-freundii_CAV1741,npScarf,69901713,5,13.1,5015636
citrobacter-freundii_CAV1741,npScarf,69970285,5,13.11,5015636
citrobacter-freundii_CAV1741,npScarf,70015151,5,13.12,5015636
citrobacter-freundii_CAV1741,npScarf,70150265,5,13.15,5015636
citrobacter-freundii_CAV1741,npScarf,70194566,5,13.15,5015636
citrobacter-freundii_CAV1741,npScarf,70253512,5,13.17,5015636
citrobacter-freundii_CAV1741,npScarf,70409659,5,13.2,5015636
citrobacter-freundii_CAV1741,npScarf,70474729,5,13.21,5015636
citrobacter-freundii_CAV1741,npScarf,70611883,5,13.23,5015636
citrobacter-freundii_CAV1741,npScarf,70711706,5,13.25,5015636
citrobacter-freundii_CAV1741,npScarf,70768520,5,13.26,5015636
citrobacter-freundii_CAV1741,npScarf,70894812,5,13.29,5015636
citrobacter-freundii_CAV1741,npScarf,71016287,5,13.31,5015636
citrobacter-freundii_CAV1741,npScarf,71091035,5,13.32,5015636
citrobacter-freundii_CAV1741,npScarf,71168273,5,13.34,5015636
citrobacter-freundii_CAV1741,npScarf,71277350,5,13.36,5015636
citrobacter-freundii_CAV1741,npScarf,71374991,5,13.38,5015636
citrobacter-freundii_CAV1741,npScarf,71491420,5,13.4,5015636
citrobacter-freundii_CAV1741,npScarf,71550424,5,13.41,5015636
citrobacter-freundii_CAV1741,npScarf,71711532,5,13.44,5015636
citrobacter-freundii_CAV1741,npScarf,71807365,5,13.46,5015636
citrobacter-freundii_CAV1741,npScarf,71926446,5,13.48,5015636
citrobacter-freundii_CAV1741,npScarf,72082190,5,13.51,5015636
citrobacter-freundii_CAV1741,npScarf,72094219,5,13.51,5015636
citrobacter-freundii_CAV1741,npScarf,72185457,5,13.53,5015636
citrobacter-freundii_CAV1741,npScarf,72309028,5,13.55,5015636
citrobacter-freundii_CAV1741,npScarf,72353639,5,13.56,5015636
citrobacter-freundii_CAV1741,npScarf,72538407,5,13.59,5015636
citrobacter-freundii_CAV1741,npScarf,72668500,5,13.62,5015636
citrobacter-freundii_CAV1741,npScarf,72835312,5,13.65,5015636
citrobacter-freundii_CAV1741,npScarf,72909197,5,13.66,5015636
citrobacter-freundii_CAV1741,npScarf,72925779,5,13.67,5015636
citrobacter-freundii_CAV1741,npScarf,73048681,5,13.69,5015636
citrobacter-freundii_CAV1741,npScarf,73083271,5,13.7,5015636
citrobacter-freundii_CAV1741,npScarf,73221026,5,13.72,5015636
citrobacter-freundii_CAV1741,npScarf,73285741,5,13.73,5015636
citrobacter-freundii_CAV1741,npScarf,73464661,5,13.77,5015636
citrobacter-freundii_CAV1741,npScarf,73597698,5,13.79,5015636
citrobacter-freundii_CAV1741,npScarf,73726173,5,13.82,5015636
citrobacter-freundii_CAV1741,npScarf,73890684,5,13.85,5015636
citrobacter-freundii_CAV1741,npScarf,73987772,5,13.87,5015636
citrobacter-freundii_CAV1741,npScarf,74123650,5,13.89,5015636
citrobacter-freundii_CAV1741,npScarf,74212617,5,13.91,5015636
citrobacter-freundii_CAV1741,npScarf,74388145,5,13.94,5015636
citrobacter-freundii_CAV1741,npScarf,74516617,5,13.96,5015636
citrobacter-freundii_CAV1741,npScarf,74671032,5,13.99,5015636
citrobacter-freundii_CAV1741,npScarf,74810864,5,14.02,5015636
citrobacter-freundii_CAV1741,npScarf,74884735,5,14.03,5015636
citrobacter-freundii_CAV1741,npScarf,74986891,5,14.05,5015636
citrobacter-freundii_CAV1741,npScarf,75145712,5,14.08,5015636
citrobacter-freundii_CAV1741,npScarf,75313206,5,14.11,5015636
citrobacter-freundii_CAV1741,npScarf,75398539,5,14.13,5015636
citrobacter-freundii_CAV1741,npScarf,75450390,5,14.14,5015636
citrobacter-freundii_CAV1741,npScarf,75479524,5,14.15,5015636
citrobacter-freundii_CAV1741,npScarf,75648245,5,14.18,5015636
citrobacter-freundii_CAV1741,npScarf,75716136,5,14.19,5015636
citrobacter-freundii_CAV1741,npScarf,75867302,5,14.22,5015636
citrobacter-freundii_CAV1741,npScarf,76032632,5,14.25,5015636
citrobacter-freundii_CAV1741,npScarf,76100535,5,14.26,5015636
citrobacter-freundii_CAV1741,npScarf,76193105,5,14.28,5015636
citrobacter-freundii_CAV1741,npScarf,76302336,5,14.3,5015636
citrobacter-freundii_CAV1741,npScarf,76372510,5,14.31,5015636
citrobacter-freundii_CAV1741,npScarf,76462552,5,14.33,5015636
citrobacter-freundii_CAV1741,npScarf,76518648,5,14.34,5015636
citrobacter-freundii_CAV1741,npScarf,76639106,5,14.36,5015636
citrobacter-freundii_CAV1741,npScarf,76775302,5,14.39,5015636
citrobacter-freundii_CAV1741,npScarf,76959020,5,14.42,5015636
citrobacter-freundii_CAV1741,npScarf,77002903,5,14.43,5015636
citrobacter-freundii_CAV1741,npScarf,77101493,5,14.45,5015636
citrobacter-freundii_CAV1741,npScarf,77193649,5,14.47,5015636
citrobacter-freundii_CAV1741,npScarf,77271078,5,14.48,5015636
citrobacter-freundii_CAV1741,npScarf,77379731,5,14.5,5015636
citrobacter-freundii_CAV1741,npScarf,77466920,5,14.52,5015636
citrobacter-freundii_CAV1741,npScarf,77530819,5,14.53,5015636
citrobacter-freundii_CAV1741,npScarf,77703644,5,14.56,5015636
citrobacter-freundii_CAV1741,npScarf,77747137,5,14.57,5015636
citrobacter-freundii_CAV1741,npScarf,77851331,5,14.59,5015636
citrobacter-freundii_CAV1741,npScarf,77998149,5,14.62,5015636
